record_alias,column_name,project_id,project_title
fastqMetadata,tissueID,131,Amalda_mitochondria_genomes
fastqMetadata,libraryStrategy,131,Amalda_mitochondria_genomes
fastqMetadata,filenames,131,Amalda_mitochondria_genomes
fastqMetadata,identifier,131,Amalda_mitochondria_genomes
fastqMetadata,designDescription,131,Amalda_mitochondria_genomes
fastqMetadata,instrumentModel,131,Amalda_mitochondria_genomes
Event,country,147,Pillar Point - CALeDNA
Event,yearCollected,147,Pillar Point - CALeDNA
Event,eventID,147,Pillar Point - CALeDNA
Event,locality,147,Pillar Point - CALeDNA
Sample,materialSampleID,147,Pillar Point - CALeDNA
Sample,eventID,147,Pillar Point - CALeDNA
Tissue,materialSampleID,147,Pillar Point - CALeDNA
fastqMetadata,librarySelection,147,Pillar Point - CALeDNA
fastqMetadata,platform,147,Pillar Point - CALeDNA
fastqMetadata,librarySource,147,Pillar Point - CALeDNA
fastqMetadata,libraryLayout,147,Pillar Point - CALeDNA
fastqMetadata,tissueID,147,Pillar Point - CALeDNA
fastqMetadata,libraryStrategy,147,Pillar Point - CALeDNA
fastqMetadata,filenames,147,Pillar Point - CALeDNA
fastqMetadata,identifier,147,Pillar Point - CALeDNA
fastqMetadata,designDescription,147,Pillar Point - CALeDNA
fastqMetadata,instrumentModel,147,Pillar Point - CALeDNA
Diagnostics,materialSampleID,147,Pillar Point - CALeDNA
Diagnostics,diagnosticID,147,Pillar Point - CALeDNA
Sample,phylum,355,NMNH TEST PROJECT
Sample,institutionCode,355,NMNH TEST PROJECT
Sample,scientificName,355,NMNH TEST PROJECT
Sample,eventID,355,NMNH TEST PROJECT
Sample,materialSampleID,355,NMNH TEST PROJECT
Sample,kingdom,355,NMNH TEST PROJECT
Event,country,355,NMNH TEST PROJECT
Event,yearCollected,355,NMNH TEST PROJECT
Event,eventID,355,NMNH TEST PROJECT
Event,locality,355,NMNH TEST PROJECT
Tissue,materialSampleID,355,NMNH TEST PROJECT
Tissue,tissuePlate,355,NMNH TEST PROJECT
Tissue,tissueWell,355,NMNH TEST PROJECT
fastaSequence,identifier,355,NMNH TEST PROJECT
fastaSequence,sequence,355,NMNH TEST PROJECT
fastaSequence,tissueID,355,NMNH TEST PROJECT
fastqMetadata,librarySelection,355,NMNH TEST PROJECT
fastqMetadata,platform,355,NMNH TEST PROJECT
fastqMetadata,librarySource,355,NMNH TEST PROJECT
fastqMetadata,libraryLayout,355,NMNH TEST PROJECT
fastqMetadata,tissueID,355,NMNH TEST PROJECT
fastqMetadata,libraryStrategy,355,NMNH TEST PROJECT
fastqMetadata,filenames,355,NMNH TEST PROJECT
fastqMetadata,identifier,355,NMNH TEST PROJECT
fastqMetadata,designDescription,355,NMNH TEST PROJECT
fastqMetadata,instrumentModel,355,NMNH TEST PROJECT
Event,country,183,DiSSCo
Event,yearCollected,183,DiSSCo
Event,eventID,183,DiSSCo
Event,locality,183,DiSSCo
Sample,materialSampleID,183,DiSSCo
Sample,eventID,183,DiSSCo
Tissue,materialSampleID,183,DiSSCo
fastqMetadata,librarySelection,183,DiSSCo
fastqMetadata,platform,183,DiSSCo
fastqMetadata,librarySource,183,DiSSCo
fastqMetadata,libraryLayout,183,DiSSCo
fastqMetadata,tissueID,183,DiSSCo
fastqMetadata,libraryStrategy,183,DiSSCo
fastqMetadata,filenames,183,DiSSCo
fastqMetadata,identifier,183,DiSSCo
fastqMetadata,designDescription,183,DiSSCo
fastqMetadata,instrumentModel,183,DiSSCo
Sample,materialSampleID,41,Zostera capensis pooled RADseq
Sample,eventID,41,Zostera capensis pooled RADseq
Event,decimalLongitude,41,Zostera capensis pooled RADseq
Event,yearCollected,41,Zostera capensis pooled RADseq
Event,decimalLatitude,41,Zostera capensis pooled RADseq
Event,eventID,41,Zostera capensis pooled RADseq
Event,locality,41,Zostera capensis pooled RADseq
Event,principalInvestigator,41,Zostera capensis pooled RADseq
Event,country,41,Zostera capensis pooled RADseq
Tissue,materialSampleID,41,Zostera capensis pooled RADseq
fastaSequence,identifier,41,Zostera capensis pooled RADseq
fastaSequence,sequence,41,Zostera capensis pooled RADseq
fastaSequence,tissueID,41,Zostera capensis pooled RADseq
fastqMetadata,librarySelection,41,Zostera capensis pooled RADseq
fastqMetadata,platform,41,Zostera capensis pooled RADseq
fastqMetadata,librarySource,41,Zostera capensis pooled RADseq
fastqMetadata,libraryLayout,41,Zostera capensis pooled RADseq
fastqMetadata,tissueID,41,Zostera capensis pooled RADseq
fastqMetadata,libraryStrategy,41,Zostera capensis pooled RADseq
fastqMetadata,filenames,41,Zostera capensis pooled RADseq
fastqMetadata,identifier,41,Zostera capensis pooled RADseq
fastqMetadata,designDescription,41,Zostera capensis pooled RADseq
fastqMetadata,instrumentModel,41,Zostera capensis pooled RADseq
Sample,materialSampleID,332,HIV PROJECT
Sample,eventID,332,HIV PROJECT
Event,decimalLongitude,332,HIV PROJECT
Event,yearCollected,332,HIV PROJECT
Event,decimalLatitude,332,HIV PROJECT
Event,eventID,332,HIV PROJECT
Event,locality,332,HIV PROJECT
Event,principalInvestigator,332,HIV PROJECT
Event,country,332,HIV PROJECT
Tissue,materialSampleID,332,HIV PROJECT
fastaSequence,identifier,332,HIV PROJECT
fastaSequence,sequence,332,HIV PROJECT
fastaSequence,tissueID,332,HIV PROJECT
fastqMetadata,librarySelection,332,HIV PROJECT
fastqMetadata,platform,332,HIV PROJECT
fastqMetadata,librarySource,332,HIV PROJECT
fastqMetadata,libraryLayout,332,HIV PROJECT
fastqMetadata,tissueID,332,HIV PROJECT
fastqMetadata,libraryStrategy,332,HIV PROJECT
fastqMetadata,filenames,332,HIV PROJECT
fastqMetadata,identifier,332,HIV PROJECT
fastqMetadata,designDescription,332,HIV PROJECT
fastqMetadata,instrumentModel,332,HIV PROJECT
Sample,materialSampleID,90,Bionetwork
Sample,eventID,90,Bionetwork
Event,decimalLongitude,90,Bionetwork
Event,yearCollected,90,Bionetwork
Event,decimalLatitude,90,Bionetwork
Event,eventID,90,Bionetwork
Event,locality,90,Bionetwork
Event,principalInvestigator,90,Bionetwork
Event,country,90,Bionetwork
Tissue,materialSampleID,90,Bionetwork
fastaSequence,identifier,90,Bionetwork
fastaSequence,sequence,90,Bionetwork
fastaSequence,tissueID,90,Bionetwork
fastqMetadata,librarySelection,90,Bionetwork
fastqMetadata,platform,90,Bionetwork
fastqMetadata,librarySource,90,Bionetwork
fastqMetadata,libraryLayout,90,Bionetwork
fastqMetadata,tissueID,90,Bionetwork
fastqMetadata,libraryStrategy,90,Bionetwork
fastqMetadata,filenames,90,Bionetwork
fastqMetadata,identifier,90,Bionetwork
fastqMetadata,designDescription,90,Bionetwork
fastqMetadata,instrumentModel,90,Bionetwork
Sample,phylum,61,Smithsonian DROP Project
Sample,sampleEnteredBy,61,Smithsonian DROP Project
Sample,institutionCode,61,Smithsonian DROP Project
Sample,eventID,61,Smithsonian DROP Project
Sample,materialSampleID,61,Smithsonian DROP Project
Event,decimalLongitude,61,Smithsonian DROP Project
Event,yearCollected,61,Smithsonian DROP Project
Event,decimalLatitude,61,Smithsonian DROP Project
Event,eventID,61,Smithsonian DROP Project
Event,locality,61,Smithsonian DROP Project
Event,eventEnteredBy,61,Smithsonian DROP Project
Event,country,61,Smithsonian DROP Project
Tissue,materialSampleID,61,Smithsonian DROP Project
Sample_Photo,materialSampleID,61,Smithsonian DROP Project
Sample_Photo,photoID,61,Smithsonian DROP Project
Event_Photo,eventID,61,Smithsonian DROP Project
Event_Photo,photoID,61,Smithsonian DROP Project
fastaSequence,identifier,61,Smithsonian DROP Project
fastaSequence,sequence,61,Smithsonian DROP Project
fastaSequence,tissueID,61,Smithsonian DROP Project
fastqMetadata,librarySelection,61,Smithsonian DROP Project
fastqMetadata,platform,61,Smithsonian DROP Project
fastqMetadata,librarySource,61,Smithsonian DROP Project
fastqMetadata,libraryLayout,61,Smithsonian DROP Project
fastqMetadata,tissueID,61,Smithsonian DROP Project
fastqMetadata,libraryStrategy,61,Smithsonian DROP Project
fastqMetadata,filenames,61,Smithsonian DROP Project
fastqMetadata,identifier,61,Smithsonian DROP Project
fastqMetadata,designDescription,61,Smithsonian DROP Project
fastqMetadata,instrumentModel,61,Smithsonian DROP Project
Sample,phylum,67,Cairns LAB
Sample,sampleEnteredBy,67,Cairns LAB
Sample,institutionCode,67,Cairns LAB
Sample,eventID,67,Cairns LAB
Sample,materialSampleID,67,Cairns LAB
Event,decimalLongitude,67,Cairns LAB
Event,yearCollected,67,Cairns LAB
Event,decimalLatitude,67,Cairns LAB
Event,eventID,67,Cairns LAB
Event,locality,67,Cairns LAB
Event,eventEnteredBy,67,Cairns LAB
Event,country,67,Cairns LAB
Tissue,materialSampleID,67,Cairns LAB
Sample_Photo,materialSampleID,67,Cairns LAB
Sample_Photo,photoID,67,Cairns LAB
Event_Photo,eventID,67,Cairns LAB
Event_Photo,photoID,67,Cairns LAB
fastaSequence,identifier,67,Cairns LAB
fastaSequence,sequence,67,Cairns LAB
fastaSequence,tissueID,67,Cairns LAB
fastqMetadata,librarySelection,67,Cairns LAB
fastqMetadata,platform,67,Cairns LAB
fastqMetadata,librarySource,67,Cairns LAB
fastqMetadata,libraryLayout,67,Cairns LAB
fastqMetadata,tissueID,67,Cairns LAB
fastqMetadata,libraryStrategy,67,Cairns LAB
fastqMetadata,filenames,67,Cairns LAB
fastqMetadata,identifier,67,Cairns LAB
fastqMetadata,designDescription,67,Cairns LAB
fastqMetadata,instrumentModel,67,Cairns LAB
Sample,phylum,83,Windsor LAB
Sample,sampleEnteredBy,83,Windsor LAB
Sample,institutionCode,83,Windsor LAB
Sample,eventID,83,Windsor LAB
Sample,materialSampleID,83,Windsor LAB
Event,decimalLongitude,83,Windsor LAB
Event,yearCollected,83,Windsor LAB
Event,decimalLatitude,83,Windsor LAB
Event,eventID,83,Windsor LAB
Event,locality,83,Windsor LAB
Event,eventEnteredBy,83,Windsor LAB
Event,country,83,Windsor LAB
Tissue,materialSampleID,83,Windsor LAB
Sample_Photo,materialSampleID,83,Windsor LAB
Sample_Photo,photoID,83,Windsor LAB
Event_Photo,eventID,83,Windsor LAB
Event_Photo,photoID,83,Windsor LAB
fastaSequence,identifier,83,Windsor LAB
fastaSequence,sequence,83,Windsor LAB
fastaSequence,tissueID,83,Windsor LAB
fastqMetadata,librarySelection,83,Windsor LAB
fastqMetadata,platform,83,Windsor LAB
fastqMetadata,librarySource,83,Windsor LAB
fastqMetadata,libraryLayout,83,Windsor LAB
fastqMetadata,tissueID,83,Windsor LAB
fastqMetadata,libraryStrategy,83,Windsor LAB
fastqMetadata,filenames,83,Windsor LAB
fastqMetadata,identifier,83,Windsor LAB
fastqMetadata,designDescription,83,Windsor LAB
fastqMetadata,instrumentModel,83,Windsor LAB
Event,collectorList,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,decimalLongitude,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,yearCollected,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,decimalLatitude,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,eventID,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,locality,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,principalInvestigator,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,country,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Sample,basisOfRecord,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Sample,eventID,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Sample,specificEpithet,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Sample,materialSampleID,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Sample,genus,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Diagnostics,sampleType,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Diagnostics,diseaseTested,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Diagnostics,materialSampleID,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Diagnostics,diagnosticID,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Diagnostics,fatal,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Diagnostics,diseaseDetected,376,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage
Event,samplingProtocol,303,Tata PowerPoint
Event,yearCollected,303,Tata PowerPoint
Event,eventID,303,Tata PowerPoint
Event,locality,303,Tata PowerPoint
Event,country,303,Tata PowerPoint
Sample,materialSampleID,303,Tata PowerPoint
Sample,eventID,303,Tata PowerPoint
Sample,scientificName,303,Tata PowerPoint
Sample,basisOfRecord,303,Tata PowerPoint
Diagnostics,measurementUnit,303,Tata PowerPoint
Diagnostics,measurementType,303,Tata PowerPoint
Diagnostics,measurementValue,303,Tata PowerPoint
Diagnostics,measurementMethod,303,Tata PowerPoint
Diagnostics,materialSampleID,303,Tata PowerPoint
Diagnostics,diagnosticID,303,Tata PowerPoint
Event,country,168,Bighorn_RAD_Parentage_2018
Event,yearCollected,168,Bighorn_RAD_Parentage_2018
Event,eventID,168,Bighorn_RAD_Parentage_2018
Event,locality,168,Bighorn_RAD_Parentage_2018
Sample,materialSampleID,168,Bighorn_RAD_Parentage_2018
Sample,eventID,168,Bighorn_RAD_Parentage_2018
Tissue,materialSampleID,168,Bighorn_RAD_Parentage_2018
fastqMetadata,librarySelection,168,Bighorn_RAD_Parentage_2018
fastqMetadata,platform,168,Bighorn_RAD_Parentage_2018
fastqMetadata,librarySource,168,Bighorn_RAD_Parentage_2018
fastqMetadata,libraryLayout,168,Bighorn_RAD_Parentage_2018
fastqMetadata,tissueID,168,Bighorn_RAD_Parentage_2018
fastqMetadata,libraryStrategy,168,Bighorn_RAD_Parentage_2018
fastqMetadata,filenames,168,Bighorn_RAD_Parentage_2018
fastqMetadata,identifier,168,Bighorn_RAD_Parentage_2018
fastqMetadata,designDescription,168,Bighorn_RAD_Parentage_2018
fastqMetadata,instrumentModel,168,Bighorn_RAD_Parentage_2018
Event,country,158,Candida ITS
Event,yearCollected,158,Candida ITS
Event,eventID,158,Candida ITS
Event,locality,158,Candida ITS
Sample,materialSampleID,158,Candida ITS
Sample,eventID,158,Candida ITS
Tissue,materialSampleID,158,Candida ITS
fastqMetadata,librarySelection,158,Candida ITS
fastqMetadata,platform,158,Candida ITS
fastqMetadata,librarySource,158,Candida ITS
fastqMetadata,libraryLayout,158,Candida ITS
fastqMetadata,tissueID,158,Candida ITS
fastqMetadata,libraryStrategy,158,Candida ITS
fastqMetadata,filenames,158,Candida ITS
fastqMetadata,identifier,158,Candida ITS
fastqMetadata,designDescription,158,Candida ITS
fastqMetadata,instrumentModel,158,Candida ITS
Event,country,181,Mexican_gray_wolf_RAD_Parentage_2018
Event,yearCollected,181,Mexican_gray_wolf_RAD_Parentage_2018
Event,eventID,181,Mexican_gray_wolf_RAD_Parentage_2018
Event,locality,181,Mexican_gray_wolf_RAD_Parentage_2018
Sample,materialSampleID,181,Mexican_gray_wolf_RAD_Parentage_2018
Sample,eventID,181,Mexican_gray_wolf_RAD_Parentage_2018
Tissue,materialSampleID,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,librarySelection,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,platform,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,librarySource,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,libraryLayout,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,tissueID,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,libraryStrategy,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,filenames,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,identifier,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,designDescription,181,Mexican_gray_wolf_RAD_Parentage_2018
fastqMetadata,instrumentModel,181,Mexican_gray_wolf_RAD_Parentage_2018
Sample,materialSampleID,89,Mekong River
Sample,eventID,89,Mekong River
Event,decimalLongitude,89,Mekong River
Event,yearCollected,89,Mekong River
Event,decimalLatitude,89,Mekong River
Event,eventID,89,Mekong River
Event,locality,89,Mekong River
Event,principalInvestigator,89,Mekong River
Event,country,89,Mekong River
Tissue,materialSampleID,89,Mekong River
fastaSequence,identifier,89,Mekong River
fastaSequence,sequence,89,Mekong River
fastaSequence,tissueID,89,Mekong River
fastqMetadata,librarySelection,89,Mekong River
fastqMetadata,platform,89,Mekong River
fastqMetadata,librarySource,89,Mekong River
fastqMetadata,libraryLayout,89,Mekong River
fastqMetadata,tissueID,89,Mekong River
fastqMetadata,libraryStrategy,89,Mekong River
fastqMetadata,filenames,89,Mekong River
fastqMetadata,identifier,89,Mekong River
fastqMetadata,designDescription,89,Mekong River
fastqMetadata,instrumentModel,89,Mekong River
fastaSequence,identifier,118,Crandall Lab
fastaSequence,sequence,118,Crandall Lab
fastaSequence,tissueID,118,Crandall Lab
Event,decimalLongitude,118,Crandall Lab
Event,yearCollected,118,Crandall Lab
Event,decimalLatitude,118,Crandall Lab
Event,eventID,118,Crandall Lab
Event,locality,118,Crandall Lab
Event,country,118,Crandall Lab
Sample,materialSampleID,118,Crandall Lab
Sample,eventID,118,Crandall Lab
Tissue,materialSampleID,118,Crandall Lab
Tissue,tissueID,118,Crandall Lab
fastqMetadata,librarySelection,118,Crandall Lab
fastqMetadata,platform,118,Crandall Lab
fastqMetadata,librarySource,118,Crandall Lab
fastqMetadata,libraryLayout,118,Crandall Lab
fastqMetadata,tissueID,118,Crandall Lab
fastqMetadata,libraryStrategy,118,Crandall Lab
fastqMetadata,filenames,118,Crandall Lab
fastqMetadata,identifier,118,Crandall Lab
fastqMetadata,designDescription,118,Crandall Lab
fastqMetadata,instrumentModel,118,Crandall Lab
Sample,materialSampleID,13,Genetic diversity of coral reef damselfish feeding guilds
Sample,eventID,13,Genetic diversity of coral reef damselfish feeding guilds
Event,decimalLongitude,13,Genetic diversity of coral reef damselfish feeding guilds
Event,yearCollected,13,Genetic diversity of coral reef damselfish feeding guilds
Event,decimalLatitude,13,Genetic diversity of coral reef damselfish feeding guilds
Event,eventID,13,Genetic diversity of coral reef damselfish feeding guilds
Event,locality,13,Genetic diversity of coral reef damselfish feeding guilds
Event,principalInvestigator,13,Genetic diversity of coral reef damselfish feeding guilds
Event,country,13,Genetic diversity of coral reef damselfish feeding guilds
Tissue,materialSampleID,13,Genetic diversity of coral reef damselfish feeding guilds
fastaSequence,identifier,13,Genetic diversity of coral reef damselfish feeding guilds
fastaSequence,sequence,13,Genetic diversity of coral reef damselfish feeding guilds
fastaSequence,tissueID,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,librarySelection,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,platform,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,librarySource,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,libraryLayout,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,tissueID,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,libraryStrategy,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,filenames,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,identifier,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,designDescription,13,Genetic diversity of coral reef damselfish feeding guilds
fastqMetadata,instrumentModel,13,Genetic diversity of coral reef damselfish feeding guilds
Sample,materialSampleID,40,Kuroshio Current
Sample,eventID,40,Kuroshio Current
Event,decimalLongitude,40,Kuroshio Current
Event,yearCollected,40,Kuroshio Current
Event,decimalLatitude,40,Kuroshio Current
Event,eventID,40,Kuroshio Current
Event,locality,40,Kuroshio Current
Event,principalInvestigator,40,Kuroshio Current
Event,country,40,Kuroshio Current
Tissue,materialSampleID,40,Kuroshio Current
fastaSequence,identifier,40,Kuroshio Current
fastaSequence,sequence,40,Kuroshio Current
fastaSequence,tissueID,40,Kuroshio Current
fastqMetadata,librarySelection,40,Kuroshio Current
fastqMetadata,platform,40,Kuroshio Current
fastqMetadata,librarySource,40,Kuroshio Current
fastqMetadata,libraryLayout,40,Kuroshio Current
fastqMetadata,tissueID,40,Kuroshio Current
fastqMetadata,libraryStrategy,40,Kuroshio Current
fastqMetadata,filenames,40,Kuroshio Current
fastqMetadata,identifier,40,Kuroshio Current
fastqMetadata,designDescription,40,Kuroshio Current
fastqMetadata,instrumentModel,40,Kuroshio Current
Sample,phylum,68,CMPI
Sample,sampleEnteredBy,68,CMPI
Sample,institutionCode,68,CMPI
Sample,eventID,68,CMPI
Sample,materialSampleID,68,CMPI
Event,decimalLongitude,68,CMPI
Event,yearCollected,68,CMPI
Event,decimalLatitude,68,CMPI
Event,eventID,68,CMPI
Event,locality,68,CMPI
Event,eventEnteredBy,68,CMPI
Event,country,68,CMPI
Tissue,materialSampleID,68,CMPI
Sample_Photo,materialSampleID,68,CMPI
Sample_Photo,photoID,68,CMPI
Event_Photo,eventID,68,CMPI
Event_Photo,photoID,68,CMPI
fastaSequence,identifier,68,CMPI
fastaSequence,sequence,68,CMPI
fastaSequence,tissueID,68,CMPI
fastqMetadata,librarySelection,68,CMPI
fastqMetadata,platform,68,CMPI
fastqMetadata,librarySource,68,CMPI
fastqMetadata,libraryLayout,68,CMPI
fastqMetadata,tissueID,68,CMPI
fastqMetadata,libraryStrategy,68,CMPI
fastqMetadata,filenames,68,CMPI
fastqMetadata,identifier,68,CMPI
fastqMetadata,designDescription,68,CMPI
fastqMetadata,instrumentModel,68,CMPI
Sample,phylum,69,Harasewych LAB
Sample,sampleEnteredBy,69,Harasewych LAB
Sample,institutionCode,69,Harasewych LAB
Sample,eventID,69,Harasewych LAB
Sample,materialSampleID,69,Harasewych LAB
Event,decimalLongitude,69,Harasewych LAB
Event,yearCollected,69,Harasewych LAB
Event,decimalLatitude,69,Harasewych LAB
Event,eventID,69,Harasewych LAB
Event,locality,69,Harasewych LAB
Event,eventEnteredBy,69,Harasewych LAB
Event,country,69,Harasewych LAB
Tissue,materialSampleID,69,Harasewych LAB
Sample_Photo,materialSampleID,69,Harasewych LAB
Sample_Photo,photoID,69,Harasewych LAB
Event_Photo,eventID,69,Harasewych LAB
Event_Photo,photoID,69,Harasewych LAB
fastaSequence,identifier,69,Harasewych LAB
fastaSequence,sequence,69,Harasewych LAB
fastaSequence,tissueID,69,Harasewych LAB
fastqMetadata,librarySelection,69,Harasewych LAB
fastqMetadata,platform,69,Harasewych LAB
fastqMetadata,librarySource,69,Harasewych LAB
fastqMetadata,libraryLayout,69,Harasewych LAB
fastqMetadata,tissueID,69,Harasewych LAB
fastqMetadata,libraryStrategy,69,Harasewych LAB
fastqMetadata,filenames,69,Harasewych LAB
fastqMetadata,identifier,69,Harasewych LAB
fastqMetadata,designDescription,69,Harasewych LAB
fastqMetadata,instrumentModel,69,Harasewych LAB
Sample,phylum,70,INDIAN RIVER LAGOON
Sample,sampleEnteredBy,70,INDIAN RIVER LAGOON
